200,199,198,197,196,195,194,193,192,191,190,189,188,187,186,185,184,183,182,181,180,179,178,177,176,175,174,173,172,171,170,169,168,167,166,165,164,163,162,161,160,159,158,157,156,155,154,153,152,151,150,149,148,147,146,145,144,143,142,141,140,139,138,137,136,135,134,133,132,131,130,129,128,127,126,125,124,123,122,121,120,119,118,117,116,115,114,113,112,111,110,109,108,107,106,105,104,103,102,101
20.8,24.0,,12.0,24.0,,,,22.0,11.2,,32.0,13.0,48.0,,12.0,11.0,56.0,56.0,56.0,13.0,20.0,20.8,26.0,52.0,,60.0,,9.6,,12.8,,,,,41.6,24.0,38.4,,34.0,,,,,,,19.2,26.0,,30.0,,,,,,8.8,,51.2,,,9.6,,,22.4,,32.0,,,25.6,10.4,24.0,30.0,11.0,32.0,,,,12.0,48.0,28.0,,41.6,19.2,10.4,52.0,26.0,,,24.0,41.6,11.2,,14.0,,,44.8,24.0,,,14.0
8.8,64.0,,24.0,26.0,,,,22.0,20.8,,14.0,24.0,20.8,,26.0,24.0,56.0,48.0,44.0,22.0,14.0,19.2,13.0,26.0,,30.0,,9.6,,9.6,,,,,41.6,60.0,17.6,,28.0,,,,,,,9.6,48.0,,13.0,,,,,,24.0,,44.8,,,25.6,,,19.2,,38.4,,,19.2,25.6,8.0,24.0,15.0,13.0,,,,10.0,41.6,26.0,,54.400000000000006,41.6,10.4,44.0,17.0,,,56.0,54.400000000000006,20.8,,24.0,,,19.2,22.4,,,24.0
10.4,52.0,,12.0,22.0,,,,11.0,17.6,,30.0,36.0,22.4,,24.0,24.0,56.0,24.0,26.0,11.0,36.0,38.4,13.0,52.0,,32.0,,20.8,,31.200000000000003,,,,,41.6,48.0,44.8,,42.0,,,,,,,33.599999999999994,56.0,,14.0,,,,,,20.8,,67.19999999999999,,,31.200000000000003,,,38.4,,38.4,,,11.2,22.4,28.799999999999997,48.0,42.0,39.0,,,,30.0,38.4,28.0,,44.8,38.4,19.2,52.0,42.0,,,24.0,44.8,10.4,,22.0,,,19.2,12.0,,,33.0
24.0,67.19999999999999,,20.8,26.400000000000002,,,,28.799999999999997,24.0,,33.599999999999994,31.200000000000003,48.0,,22.4,22.4,76.8,57.599999999999994,62.400000000000006,19.2,31.200000000000003,56.0,22.4,41.6,,41.6,,13.0,,26.0,,,,,72.0,62.400000000000006,48.0,,44.8,,,,,,,42.0,38.4,,20.8,,,,,,42.0,,104.0,,,39.0,,,48.0,,104.0,,,39.0,42.0,36.0,35.2,22.4,31.200000000000003,,,,16.0,84.0,31.200000000000003,,120.0,56.0,13.0,57.599999999999994,38.400000000000006,,,35.2,120.0,24.0,,26.400000000000002,,,44.0,39.0,,,26.400000000000002
25.6,84.0,,28.0,60.0,,,,42.0,28.799999999999997,,51.00000000000001,52.0,48.0,,42.0,42.0,120.0,78.0,90.0,26.0,56.0,44.8,32.0,84.0,,72.0,,20.8,,31.200000000000003,,,,,102.4,90.0,72.0,,80.0,,,,,,,48.0,96.0,,32.0,,,,,,36.0,,120.0,,,44.8,,,48.0,,96.0,,,40.800000000000004,38.400000000000006,48.0,52.0,45.0,60.0,,,,33.0,89.6,64.0,,96.0,62.400000000000006,19.2,112.0,64.0,,,60.0,115.2,22.4,,39.0,,,38.4,45.599999999999994,,,44.0
16.0,44.0,,11.0,24.0,,,,20.0,9.6,,42.0,24.0,41.6,,11.0,11.0,72.0,48.0,44.0,12.0,30.0,38.4,24.0,52.0,,52.0,,9.6,,22.4,,,,,35.2,48.0,32.0,,42.0,,,,,,,24.0,24.0,,24.0,,,,,,17.6,,67.19999999999999,,,19.2,,,41.6,,48.0,,,20.8,17.6,28.799999999999997,56.0,22.0,45.0,,,,24.0,44.8,24.0,,57.599999999999994,19.2,10.4,44.0,36.0,,,24.0,57.599999999999994,10.4,,28.0,,,35.2,19.2,,,24.0
11.0,76.80000000000001,,19.2,28.799999999999997,,,,17.6,36.0,,24.0,38.4,26.0,,31.200000000000003,28.799999999999997,67.19999999999999,35.2,35.2,17.6,33.599999999999994,48.0,10.4,44.8,,25.6,,26.0,,36.0,,,,,78.0,72.0,48.0,,44.8,,,,,,,36.0,62.400000000000006,,10.4,,,,,,45.0,,112.0,,,60.0,,,48.0,,72.0,,,24.0,48.0,30.0,35.2,38.400000000000006,31.200000000000003,,,,24.0,72.0,31.200000000000003,,102.00000000000001,78.0,24.0,52.800000000000004,40.800000000000004,,,44.8,102.00000000000001,24.0,,26.400000000000002,,,22.0,30.0,,,38.4
20.8,22.0,,48.0,44.0,,,,40.0,38.4,,34.0,52.0,12.0,,48.0,44.0,30.0,28.0,28.0,48.0,22.0,9.6,24.0,15.0,,16.0,,20.8,,24.0,,,,,20.8,24.0,10.4,,64.0,,,,,,,19.2,28.0,,28.0,,,,,,35.2,,25.6,,,35.2,,,11.2,,16.0,,,51.2,38.4,22.4,14.0,24.0,30.0,,,,26.0,20.8,56.0,,19.2,19.2,19.2,28.0,24.0,,,24.0,19.2,44.8,,52.0,,,9.6,48.0,,,52.0
52.0,28.799999999999997,,38.4,67.19999999999999,,,,57.599999999999994,48.0,,67.19999999999999,67.19999999999999,28.0,,41.6,38.4,41.6,28.799999999999997,33.599999999999994,41.6,62.400000000000006,26.0,44.8,24.0,,22.4,,24.0,,52.0,,,,,42.0,33.599999999999994,20.0,,102.4,,,,,,,60.0,20.8,,41.6,,,,,,66.0,,56.0,,,72.0,,,30.0,,48.0,,,96.0,78.0,84.0,20.8,38.4,76.80000000000001,,,,44.8,45.0,67.19999999999999,,52.0,24.0,24.0,28.799999999999997,62.400000000000006,,,20.8,60.0,56.0,,67.19999999999999,,,20.0,90.0,,,57.599999999999994
